"ID","Sex","Age","Salary"
2394,"Female",31,5244
2395,"Female",33,6227
2396,"Female",36,3532
2397,"Female",36,3764
2398,"Female",32,1976
2399,"Female",30,3791
2400,"Female",31,2996
2401,"Female",31,2144
2402,"Female",31,4027
2403,"Female",34,3631
2404,"Female",32,10998
2405,"Female",30,2731
2406,"Female",31,2956
2407,"Female",36,2582
2408,"Female",36,5217
2409,"Female",33,6182
2410,"Female",36,3886
2411,"Female",30,2957
2412,"Female",35,1949
2413,"Female",33,4972
2414,"Female",34,4536
2415,"Female",33,1934
2416,"Female",31,2366
2417,"Female",32,2166
2418,"Female",38,5329
2419,"Female",31,4699
2420,"Female",35,5221
2421,"Female",32,4694
2422,"Female",35,3772
2423,"Female",33,2645
2424,"Female",30,3501
2425,"Female",38,3028
2426,"Female",33,4035
2427,"Female",30,4266
2428,"Female",31,6042
2429,"Female",38,3366
2430,"Female",37,10146
2431,"Female",35,6839
2432,"Female",31,2236
2433,"Female",37,2801
2434,"Female",34,2351
2435,"Female",36,3751
2436,"Female",39,9119
2437,"Female",32,5445
2438,"Female",30,3629
2439,"Female",30,4925
2440,"Female",31,2775
2441,"Female",31,12209
2442,"Female",39,4876
2443,"Female",37,5607
2444,"Female",34,10200
2445,"Female",36,4021
2446,"Female",35,2912
2447,"Female",33,7670
2448,"Female",34,4461
2449,"Female",35,2447
2450,"Female",38,4900
2451,"Female",32,4710
2452,"Female",30,3277
2453,"Female",39,4263
2454,"Female",37,6871
2455,"Female",37,1907
2456,"Female",33,3791
2457,"Female",35,5596
2458,"Female",34,2075
2459,"Female",37,2156
2460,"Female",34,5126
2461,"Female",34,2561
2462,"Female",32,5470
2463,"Female",34,5913
2464,"Female",33,4379
2465,"Female",33,2982
2466,"Female",30,4700
2467,"Female",38,2391
2468,"Female",38,5992
2469,"Female",31,5084
2470,"Female",32,3992
2471,"Female",36,2668
2472,"Female",31,3233
2473,"Female",33,9141
2474,"Female",33,1313
2475,"Female",39,2430
2476,"Female",30,4731
2477,"Female",36,2388
2478,"Female",34,2554
2479,"Female",32,2032
2480,"Female",34,3881
2481,"Female",34,1987
2482,"Female",35,2640
2483,"Female",37,1295
2484,"Female",39,1736
2485,"Female",38,1339
2486,"Female",38,1082
2487,"Female",34,4640
2488,"Female",33,3642
2489,"Female",32,5449
2490,"Female",32,6457
2491,"Female",31,11239
2492,"Female",36,3470
2493,"Female",31,5049
2494,"Female",36,5693
2495,"Female",30,4184
2496,"Female",37,8808
2497,"Female",30,1300
2498,"Female",37,2352
2499,"Female",39,6697
2500,"Female",30,3226
2501,"Female",36,8386
2502,"Female",37,2623
2503,"Female",36,2514
2504,"Female",34,3490
2505,"Female",30,4317
2506,"Female",38,2328
2507,"Female",30,1870
2508,"Female",35,2137
2509,"Female",39,2722
2510,"Female",37,2947
2511,"Female",30,3089
2512,"Female",39,6097
2513,"Female",30,2545
2514,"Female",32,2442
2515,"Female",34,3126
2516,"Female",32,2708
2517,"Female",33,2523
2518,"Female",38,2838
2519,"Female",38,4484
2520,"Female",33,1825
2521,"Female",39,1851
2522,"Female",37,2415
2523,"Female",39,2069
2524,"Female",36,2253
2525,"Female",38,3668
2526,"Female",33,1839
2527,"Female",36,2441
2528,"Female",36,3748
2529,"Female",35,7141
2530,"Female",36,3020
2531,"Female",31,2547
2532,"Female",36,2781
2533,"Female",33,2655
2534,"Female",33,7304
2535,"Female",33,6354
2536,"Female",38,2761
2537,"Female",33,2290
2538,"Female",32,2711
2539,"Female",30,2491
2540,"Female",33,1488
2541,"Female",30,4499
2542,"Female",38,5514
2543,"Female",33,9271
2544,"Female",37,4005
2545,"Female",34,2161
2546,"Female",39,3656
2547,"Female",36,3633
2548,"Female",38,4700
2549,"Female",36,3991
2550,"Female",38,4525
2551,"Female",31,4939
2552,"Female",34,2354
2553,"Female",30,12985
2554,"Female",39,7449
2555,"Female",37,6545
2556,"Female",39,2721
2557,"Female",39,3789
2558,"Female",31,2436
2559,"Female",37,7062
2560,"Female",33,2415
2561,"Female",37,4663
2562,"Female",31,1441
2563,"Female",34,2841
2564,"Female",31,4745
2565,"Female",35,3250
2566,"Female",38,2667
2567,"Female",38,2280
2568,"Female",38,4577
2569,"Female",33,1279
2570,"Female",30,1513
2571,"Female",33,3602
2572,"Female",31,2745
2573,"Female",30,2415
2574,"Female",35,3922
2575,"Female",38,3240
2576,"Female",37,2277
2577,"Female",34,6661
2578,"Female",39,5750
2579,"Female",35,1778
2580,"Female",31,1132
2581,"Female",34,6195
2582,"Female",34,3030
2583,"Female",30,8260
2584,"Female",33,3915
2585,"Female",35,2373
2586,"Female",37,1958
2587,"Female",30,5811
2588,"Female",35,2419
2589,"Female",38,1552
2590,"Female",38,2081
2591,"Female",33,6548
2592,"Female",36,3799
2593,"Female",37,4318
2594,"Female",32,4932
2595,"Female",30,3757
2596,"Female",37,2231
2597,"Female",30,3003
2598,"Female",39,6602
2599,"Female",33,5731
2600,"Female",36,2057
2601,"Female",34,4317
2602,"Female",38,4882
2603,"Female",33,5901
2604,"Female",30,3133
2605,"Female",39,8271
2606,"Female",31,4325
2607,"Female",33,6126
2608,"Female",37,2343
2609,"Female",31,3368
2610,"Female",37,5000
2611,"Female",39,2727
2612,"Female",33,4667
2613,"Female",34,2297
2614,"Female",38,4599
2615,"Female",34,3409
2616,"Female",34,4233
2617,"Female",34,2497
2618,"Female",32,1998
2619,"Female",35,2813
2620,"Female",36,3898
2621,"Female",32,2986
2622,"Female",33,3817
2623,"Female",31,3048
2624,"Female",36,3427
2625,"Female",30,3719
2626,"Female",37,4838
2627,"Female",34,1152
2628,"Female",35,5262
2629,"Female",38,5994
2630,"Female",37,9231
2631,"Female",38,2822
2632,"Female",32,5240
2633,"Female",38,2671
2634,"Female",30,2795
2635,"Female",35,1275
2636,"Female",36,3382
2637,"Female",35,3551
2638,"Female",30,3622
2639,"Female",36,5445
2640,"Female",34,5430
2641,"Female",38,3145
2642,"Female",32,5971
2643,"Female",39,3204
2644,"Female",31,4079
2645,"Female",30,4938
2646,"Female",34,3724
2647,"Female",37,4642
2648,"Female",37,3040
2649,"Female",38,1449
2650,"Female",39,1554
2651,"Female",36,13083
2652,"Female",38,3304
2653,"Female",31,4259
2654,"Female",32,3499
2655,"Female",36,4486
2656,"Female",34,3603
2657,"Female",39,3592
2658,"Female",30,3313
2659,"Female",33,2996
2660,"Female",33,3145
2661,"Female",35,4154
2662,"Female",30,2300
2663,"Female",31,3292
2664,"Female",30,2463
2665,"Female",30,2641
2666,"Female",38,1445
2667,"Female",31,5416
2668,"Female",32,8396
2669,"Female",30,4125
2670,"Female",39,4350
2671,"Female",38,8145
2672,"Female",33,2449
2673,"Female",33,3029
2674,"Female",32,2759
2675,"Female",37,938
2676,"Female",36,4527
2677,"Female",39,5672
2678,"Female",34,4425
2679,"Female",39,6552
2680,"Female",31,1886
2681,"Female",37,5370
2682,"Female",33,4381
2683,"Female",39,5869
2684,"Female",37,3077
2685,"Female",35,3775
2686,"Female",34,2446
2687,"Female",37,1868
2688,"Female",32,3128
2689,"Female",30,4078
2690,"Female",31,3986
2691,"Female",30,2457
2692,"Female",36,6685
2693,"Female",33,4054
2694,"Female",38,1615
2695,"Female",39,3628
2696,"Female",37,2217
2697,"Female",36,3298
2698,"Female",35,1440
2699,"Female",38,3667
2700,"Female",35,2707
2701,"Female",39,3850
2702,"Female",35,5309
2703,"Female",31,3629
2704,"Female",39,5736
2705,"Female",32,1674
2706,"Female",38,6605
2707,"Female",34,2202
2708,"Female",36,4741
2709,"Female",34,2576
2710,"Female",33,4984
2711,"Female",37,1842
2712,"Female",39,1925
2713,"Female",33,3980
2714,"Female",34,2661
2715,"Female",30,3369
2716,"Female",32,6642
2717,"Female",32,4047
2718,"Female",34,2517
2719,"Female",32,3534
2720,"Female",30,4421
2721,"Female",35,2139
2722,"Female",38,2682
2723,"Female",39,3100
2724,"Female",38,2906
2725,"Female",36,1709
2726,"Female",34,2210
2727,"Female",30,4204
2728,"Female",39,3065
2729,"Female",38,2166
2730,"Female",30,3753
2731,"Female",38,2363
2732,"Female",37,3941
2733,"Female",39,2285
2734,"Female",32,3993
2735,"Female",35,2552
2736,"Female",30,3449
2737,"Female",31,3223
2738,"Female",30,3312
2739,"Female",39,3079
2740,"Female",33,6295
2741,"Female",36,2554
2742,"Female",38,3564
2743,"Female",49,4421
2744,"Female",49,4187
2745,"Female",43,2308
2746,"Female",45,3869
2747,"Female",42,3983
2748,"Female",40,2779
2749,"Female",47,3225
2750,"Female",46,3691
2751,"Female",44,4498
2752,"Female",49,5551
2753,"Female",45,4995
2754,"Female",40,4565
2755,"Female",44,5062
2756,"Female",41,5447
2757,"Female",42,7952
2758,"Female",40,4056
2759,"Female",48,5488
2760,"Female",48,5581
2761,"Female",40,2078
2762,"Female",44,1795
2763,"Female",47,5000
2764,"Female",40,3252
2765,"Female",44,1990
2766,"Female",44,3533
2767,"Female",45,3893
2768,"Female",41,4028
2769,"Female",47,3691
2770,"Female",48,1796
2771,"Female",47,3631
2772,"Female",43,8107
2773,"Female",49,6535
2774,"Female",44,6474
2775,"Female",48,3242
2776,"Female",44,4335
2777,"Female",47,2596
2778,"Female",44,6527
2779,"Female",42,1726
2780,"Female",40,3722
2781,"Female",40,2844
2782,"Female",49,5718
2783,"Female",49,3886
2784,"Female",44,6168
2785,"Female",47,7554
2786,"Female",48,6544
2787,"Female",44,5086
2788,"Female",43,3601
2789,"Female",44,7070
2790,"Female",47,3696
2791,"Female",44,3072
2792,"Female",47,8627
2793,"Female",42,3927
2794,"Female",42,2054
2795,"Female",43,1923
2796,"Female",41,5717
2797,"Female",47,1887
2798,"Female",43,6158
2799,"Female",45,2929
2800,"Female",45,1594
2801,"Female",47,8021
2802,"Female",41,3545
2803,"Female",44,5232
2804,"Female",48,8590
2805,"Female",42,2851
2806,"Female",44,4206
2807,"Female",48,5182
2808,"Female",40,3335
2809,"Female",40,3326
2810,"Female",47,2758
2811,"Female",43,1568
2812,"Female",42,3303
2813,"Female",48,5593
2814,"Female",47,5571
2815,"Female",40,3483
2816,"Female",46,4608
2817,"Female",40,3497
2818,"Female",47,5378
2819,"Female",47,2454
2820,"Female",42,3350
2821,"Female",49,1966
2822,"Female",43,3185
2823,"Female",41,2807
2824,"Female",42,2508
2825,"Female",47,1952
2826,"Female",49,4993
2827,"Female",47,3413
2828,"Female",49,6996
2829,"Female",48,4222
2830,"Female",44,3608
2831,"Female",41,9006
2832,"Female",47,6506
2833,"Female",43,3209
2834,"Female",45,4014
2835,"Female",46,3165
2836,"Female",43,3198
2837,"Female",49,1889
2838,"Female",48,5455
2839,"Female",47,16604
2840,"Female",49,2038
2841,"Female",41,1814
2842,"Female",43,2681
2843,"Female",42,3077
2844,"Female",45,7156
2845,"Female",46,2039
2846,"Female",46,5436
2847,"Female",49,9241
2848,"Female",47,4369
2849,"Female",42,3154
2850,"Female",44,3554
2851,"Female",41,9247
2852,"Female",49,4496
2853,"Female",49,6101
2854,"Female",41,1277
2855,"Female",48,4506
2856,"Female",45,2807
2857,"Female",45,4278
2858,"Female",47,2765
2859,"Female",48,6858
2860,"Female",49,4088
2861,"Female",46,5554
2862,"Female",40,5703
2863,"Female",40,6032
2864,"Female",43,1960
2865,"Female",47,7095
2866,"Female",41,3157
2867,"Female",41,6903
2868,"Female",48,2748
2869,"Female",41,4446
2870,"Female",47,4090
2871,"Female",40,1576
2872,"Female",40,4032
2873,"Female",47,3533
2874,"Female",48,2337
2875,"Female",43,5125
2876,"Female",44,2137
2877,"Female",46,4637
2878,"Female",42,3987
2879,"Female",40,5017
2880,"Female",48,6487
2881,"Female",40,5343
2882,"Female",47,2941
2883,"Female",43,6025
2884,"Female",44,8901
2885,"Female",42,2798
2886,"Female",41,3560
2887,"Female",49,6667
2888,"Female",46,2364
2889,"Female",42,4310
2890,"Female",49,2891
2891,"Female",48,1459
2892,"Female",42,3874
2893,"Female",47,5320
2894,"Female",42,3991
2895,"Female",42,3855
2896,"Female",45,5946
2897,"Female",42,6656
2898,"Female",40,4806
2899,"Female",40,12074
2900,"Female",43,3279
2901,"Female",48,5227
2902,"Female",47,7785
2903,"Female",45,3155
2904,"Female",43,5822
2905,"Female",43,3270
2906,"Female",43,3475
2907,"Female",45,3026
2908,"Female",44,2838
2909,"Female",46,3557
2910,"Female",49,6818
2911,"Female",47,2448
2912,"Female",49,4915
2913,"Female",41,4607
2914,"Female",47,5639
2915,"Female",40,11605
2916,"Female",41,4015
2917,"Female",42,3869
2918,"Female",47,9164
2919,"Female",43,2050
2920,"Female",47,3792
2921,"Female",43,3217
2922,"Female",45,4509
2923,"Female",42,2040
2924,"Female",42,2489
2925,"Female",49,9040
2926,"Female",42,3195
2927,"Female",49,3648
2928,"Female",43,4176
2929,"Female",45,2219
2930,"Female",43,3065
2931,"Female",48,7793
2932,"Female",46,7586
2933,"Female",40,5770
2934,"Female",47,5035
2935,"Female",40,3992
2936,"Female",44,6427
2937,"Female",47,798
2938,"Female",41,1606
2939,"Female",44,3387
2940,"Female",43,2001
2941,"Female",44,6129
2942,"Female",40,1552
2943,"Female",49,2677
2944,"Female",48,5246
2945,"Female",41,2854
2946,"Female",41,8688
2947,"Female",49,4090
2948,"Female",45,1422
2949,"Female",43,1462
2950,"Female",42,4465
2951,"Female",47,2425
2952,"Female",40,6832
2953,"Female",44,3073
2954,"Female",46,6895
2955,"Female",45,8398
2956,"Female",49,7305
2957,"Female",45,1127
2958,"Female",41,4388
2959,"Female",41,2139
2960,"Female",49,2535
2961,"Female",49,2549
2962,"Female",43,5395
2963,"Female",42,6802
2964,"Female",47,3516
2965,"Female",41,5291
2966,"Female",44,2094
2967,"Female",40,2408
2968,"Female",43,3984
2969,"Female",49,4924
2970,"Female",44,3579
2971,"Female",47,3076
2972,"Female",46,3213
2973,"Female",45,6884
2974,"Female",45,8098
2975,"Female",40,2477
2976,"Female",48,1478
2977,"Female",48,4440
2978,"Female",49,4670
2979,"Female",42,3150
2980,"Female",40,16892
2981,"Female",43,9363
2982,"Female",43,5508
2983,"Female",43,4141
2984,"Female",46,8297
2985,"Female",45,6347
2986,"Female",44,3679
2987,"Female",43,5235
2988,"Female",40,4457
2989,"Female",44,2901
2990,"Female",46,3876
2991,"Female",41,2750
2992,"Female",43,2980
2993,"Female",44,1611
2994,"Female",45,13912
2995,"Female",40,2222
2996,"Female",44,1946
2997,"Female",48,1914
2998,"Female",49,2449
2999,"Female",49,5656
3000,"Female",42,3117
3001,"Female",41,2661
3002,"Female",49,4326
3003,"Female",43,6655
3004,"Female",40,9918
3005,"Female",47,3350
3006,"Female",44,6067
3007,"Female",49,2621
3008,"Female",40,3035
3009,"Female",47,3438
3010,"Female",46,2507
3011,"Female",45,4446
3012,"Female",42,2961
3013,"Female",45,1903
3014,"Female",46,4612
3015,"Female",43,7074
3016,"Female",43,5620
3017,"Female",44,5719
3018,"Female",47,3376
3019,"Female",43,2764
3020,"Female",44,1082
3021,"Female",47,4514
3022,"Female",49,1756
3023,"Female",48,1558
3024,"Female",49,3309
3025,"Female",41,6848
3026,"Female",44,4348
3027,"Female",47,2672
3028,"Female",44,7131
3029,"Female",45,4323
3030,"Female",40,4213
3031,"Female",41,3151
3032,"Female",42,6802
3033,"Female",40,3282
3034,"Female",49,6031
3035,"Female",47,3646
3036,"Female",45,5782
3037,"Female",41,2601
3038,"Female",40,5612
3039,"Female",46,3609
3040,"Female",43,3348
3041,"Female",46,3932
3042,"Female",44,3224
3043,"Female",48,3113
3044,"Female",40,5265
3045,"Female",46,4743
3046,"Female",45,2134
3047,"Female",47,1139
3048,"Female",48,7263
3049,"Female",40,3554
3050,"Female",44,5772
3051,"Female",46,1278
3052,"Female",48,4470
3053,"Female",46,5747
3054,"Female",48,3345
3055,"Female",42,2304
3056,"Female",46,5920
3057,"Female",44,4155
3058,"Female",42,3398
3059,"Female",46,5036
3060,"Female",42,4802
3061,"Female",45,1004
3062,"Female",40,2895
3063,"Female",41,2287
3064,"Female",41,2879
3065,"Female",45,5257
3066,"Female",45,4952
3067,"Female",48,11449
3068,"Female",47,4846
3069,"Female",45,6885
3070,"Female",47,5515
3071,"Female",46,1702
3072,"Female",47,3578
3073,"Female",43,4428
3074,"Female",48,3571
3075,"Female",40,6620
3076,"Female",49,7967
3077,"Female",49,1171
3078,"Female",42,3780
3079,"Female",44,7322
3080,"Female",42,5220
3081,"Female",43,2182
3082,"Female",43,2807
3083,"Female",45,2584
3084,"Female",45,1647
3085,"Female",44,2508
3086,"Female",44,5966
3087,"Female",43,2993
3088,"Female",40,3333
3089,"Female",40,2549
3090,"Female",45,5036
3091,"Female",45,3540
3092,"Female",44,5920
3093,"Female",49,3666
3094,"Female",48,3263
3095,"Female",42,3312
3096,"Female",44,2478
3097,"Female",48,4237
3098,"Female",48,4606
3099,"Female",48,4200
3100,"Female",45,3073
3101,"Female",41,3515
3102,"Female",43,3037
3103,"Female",43,3473
3104,"Female",47,4677
3105,"Female",43,3139
3106,"Female",41,3772
3107,"Female",48,5062
3108,"Female",47,6635
3109,"Female",42,3462
3110,"Female",47,2705
3111,"Female",40,3019
3112,"Female",42,3665
3113,"Female",48,4864
3114,"Female",40,11026
3115,"Female",46,2191
3116,"Female",41,1979
3117,"Female",47,1222
3118,"Female",46,1993
3119,"Female",45,3993
3120,"Female",46,2949
3121,"Female",41,8987
3122,"Female",44,3452
3123,"Female",43,3438
3124,"Female",40,5045
3125,"Female",47,5657
3126,"Female",48,1855
3127,"Female",42,7530
3128,"Female",46,6549
3129,"Female",44,6345
3130,"Female",48,5482
3131,"Female",40,2958
3132,"Female",49,4116
3133,"Female",45,5073
3134,"Female",45,3305
3135,"Female",48,5258
3136,"Female",41,2915
3137,"Female",41,3679
3138,"Female",46,3866
3139,"Female",46,5279
3140,"Female",46,10457
3141,"Female",42,2315
3142,"Female",40,4487
3143,"Female",41,3557
3144,"Female",48,4459
3145,"Female",49,2585
3146,"Female",43,1354
3147,"Female",47,4898
3148,"Female",49,5343
3149,"Female",45,4429
3150,"Female",41,2985
3151,"Female",45,4497
3152,"Female",41,3946
3153,"Female",43,7867
3154,"Female",43,3744
3155,"Female",45,4337
3156,"Female",45,2942
3157,"Female",44,5043
3158,"Female",46,6972
3159,"Female",46,5482
3160,"Female",48,7245
3161,"Female",46,3378
3162,"Female",41,3630
3163,"Female",40,5224
3164,"Female",40,2117
3165,"Female",40,4470
3166,"Female",40,2730
3167,"Female",45,1750
3168,"Female",46,10564
3169,"Female",44,8773
3170,"Female",44,2153
3171,"Female",45,3907
3172,"Female",44,4099
3173,"Female",43,1839
3174,"Female",44,2806
3175,"Female",47,6023
3176,"Female",48,2314
3177,"Female",45,2598
3178,"Female",47,5463
3179,"Female",43,3030
3180,"Female",49,4989
3181,"Female",45,1863
3182,"Female",45,3868
3183,"Female",42,5878
3184,"Female",44,7712
3185,"Female",43,5739
3186,"Female",45,4722
3187,"Female",41,2263
3188,"Female",44,4628
3189,"Female",42,3533
3190,"Female",44,8604
3191,"Female",47,4409
3192,"Female",45,8514
3193,"Female",45,13128
3194,"Female",47,1291
3195,"Female",47,8084
3196,"Female",43,2619
3197,"Female",42,2093
3198,"Female",44,6514
3199,"Female",49,3159
3200,"Female",47,7442
3201,"Female",46,5903
3202,"Female",44,3490
3203,"Female",43,5243
3204,"Female",42,9877
3205,"Female",49,4221
3206,"Female",45,6137
3207,"Female",46,3331
3208,"Female",48,4660
3209,"Female",43,5935
3210,"Female",44,4105
3211,"Female",46,5059
3212,"Female",41,5886
3213,"Female",42,3841
3214,"Female",47,2028
3215,"Female",42,4128
3216,"Female",42,3402
3217,"Female",48,4985
3218,"Female",44,1966
3219,"Female",40,5235
3220,"Female",48,2702
3221,"Female",48,7939
3222,"Female",47,4098
3223,"Female",48,5322
3224,"Female",41,7306
3225,"Female",42,4337
3226,"Female",48,2921
3227,"Female",46,3721
3228,"Female",48,5360
3229,"Female",46,4642
3230,"Female",42,3270
3231,"Female",46,7413
3232,"Female",46,6382
3233,"Female",45,4809
3234,"Female",42,4979
3235,"Female",46,7174
3236,"Female",42,3785
3237,"Female",42,2518
3238,"Female",49,2254
3239,"Female",43,3095
3240,"Female",47,4659
3241,"Female",49,8315
3242,"Female",41,6500
3243,"Female",47,2578
3244,"Female",46,1397
3245,"Female",45,4456
3246,"Female",46,2072
3247,"Female",47,4162
3248,"Female",41,3213
3249,"Female",46,4226
3250,"Female",40,11002
3251,"Female",46,7862
3252,"Female",47,3135
3253,"Female",43,2514
3254,"Female",42,3350
3255,"Female",48,8884
3256,"Female",47,3933
3257,"Female",41,1605
3258,"Female",42,5832
3259,"Female",42,4577
3260,"Female",41,2730
3261,"Female",40,7667
3262,"Female",40,3953
3263,"Female",48,4521
3264,"Female",45,2301
3265,"Female",47,2694
3266,"Female",43,8596
3267,"Female",41,4185
3268,"Female",46,6712
3269,"Female",46,5396
3270,"Female",43,4982
3271,"Female",43,5209
3272,"Female",46,4090
3273,"Female",41,2257
3274,"Female",47,3555
3275,"Female",48,3541
3276,"Female",47,3455
3277,"Female",46,6503
3278,"Female",41,5662
3279,"Female",42,2734
3280,"Female",46,2963
3281,"Female",45,3981
3282,"Female",42,4770
3283,"Female",44,4009
3284,"Female",46,6052
3285,"Female",42,3494
3286,"Female",47,7260
3287,"Female",49,5649
3288,"Female",46,5016
3289,"Female",41,4619
3290,"Female",41,3975
3291,"Female",40,2732
3292,"Female",46,2919
3293,"Female",42,4147
3294,"Female",44,3748
3295,"Female",48,3589
3296,"Female",49,2810
3297,"Female",49,6402
3298,"Female",42,7937
3299,"Female",49,1154
3300,"Female",40,4523
3301,"Female",49,3484
3302,"Female",47,4484
3303,"Female",40,4454
3304,"Female",49,8894
3305,"Female",40,8224
3306,"Female",42,9896
3307,"Female",49,2164
3308,"Female",47,3158
3309,"Female",46,6236
3310,"Female",44,3892
3311,"Female",42,5951
3312,"Female",42,5746
3313,"Female",43,2375
3314,"Female",49,3118
3315,"Female",49,2826
3316,"Female",48,5633
3317,"Female",43,2027
3318,"Female",48,5614
3319,"Female",40,3394
3320,"Female",40,1460
3321,"Female",49,3466
3322,"Female",41,3718
3323,"Female",44,3120
3324,"Female",46,2020
3325,"Female",44,6147
3326,"Female",48,7194
3327,"Female",46,1632
3328,"Female",47,6855
3329,"Female",48,8586
3330,"Female",40,4300
3331,"Female",49,2642
3332,"Female",45,5131
3333,"Female",49,3398
3334,"Female",46,2426
3335,"Female",40,2317
3336,"Female",43,3440
3337,"Female",47,3862
3338,"Female",45,3492
3339,"Female",46,4556
3340,"Female",44,4411
3341,"Female",42,7510
3342,"Female",43,3526
3343,"Female",42,2752
3344,"Female",40,6737
3345,"Female",41,3320
3346,"Female",44,3470
3347,"Female",43,3275
3348,"Female",42,7483
3349,"Female",49,3545
3350,"Female",41,4240
3351,"Female",42,6086
3352,"Female",44,3210
3353,"Female",41,4459
3354,"Female",45,4477
3355,"Female",40,4116
3356,"Female",47,3668
3357,"Female",47,6094
3358,"Female",40,3417
3359,"Female",40,7847
3360,"Female",46,2216
3361,"Female",41,3244
3362,"Female",48,2065
3363,"Female",40,5022
3364,"Female",47,2317
3365,"Female",42,8439
3366,"Female",48,3841
3367,"Female",49,6618
3368,"Female",42,8234
3369,"Female",40,3869
3370,"Female",43,3659
3371,"Female",42,5846
3372,"Female",44,4528
3373,"Female",49,3271
3374,"Female",40,3467
3375,"Female",46,6409
3376,"Female",43,5323
3377,"Female",42,2521
3378,"Female",48,4754
3379,"Female",43,8431
3380,"Female",48,5883
3381,"Female",40,3815
3382,"Female",44,3533
3383,"Female",41,6570
3384,"Female",45,7823
3385,"Female",45,5442
3386,"Female",47,2685
3387,"Female",48,8001
3388,"Female",43,6379
3389,"Female",40,4327
3390,"Female",47,4439
3391,"Female",47,6951
3392,"Female",42,7697
3393,"Female",43,5928
3394,"Female",48,2935
3395,"Female",48,5855
3396,"Female",44,2363
3397,"Female",44,1639
3398,"Female",42,3433
3399,"Female",47,985
3400,"Female",44,7549
3401,"Female",43,6796
3402,"Female",45,6777
3403,"Female",42,5805
3404,"Female",46,3353
3405,"Female",42,5021
3406,"Female",42,6785
3407,"Female",48,4715
3408,"Female",42,5970
3409,"Female",46,4073
3410,"Female",49,3202
3411,"Female",46,4145
3412,"Female",49,2496
3413,"Female",41,2792
3414,"Female",43,3557
3415,"Female",47,5135
3416,"Female",47,5896
3417,"Female",47,6410
3418,"Female",43,4829
3419,"Female",40,13250
3420,"Female",45,8773
3421,"Female",45,4397
3422,"Female",44,2567
3423,"Female",46,2719
3424,"Female",46,5352
3425,"Female",43,3491
3426,"Female",48,4744
3427,"Female",41,4965
3428,"Female",47,6583
3429,"Female",47,3978
3430,"Female",42,3545
3431,"Female",40,3781
3432,"Female",40,6491
3433,"Female",41,4437
3434,"Female",49,2968
3435,"Female",44,3107
3436,"Female",40,3230
3437,"Female",40,4870
3438,"Female",46,6974
3439,"Female",44,4855
3440,"Female",40,5004
3441,"Female",40,5899
3442,"Female",40,3853
3443,"Female",42,2476
3444,"Female",47,5695
3445,"Female",43,8540
3446,"Female",43,7449
3447,"Female",40,3190
3448,"Female",45,4384
3449,"Female",43,6891
3450,"Female",49,2518
3451,"Female",47,2509
3452,"Female",43,3910
3453,"Female",43,3714
3454,"Female",46,1724
3455,"Female",42,3287
3456,"Female",48,1203
3457,"Female",44,5088
3458,"Female",41,3602
3459,"Female",42,1290
3460,"Female",48,5733
3461,"Female",44,5747
3462,"Female",46,6256
3463,"Female",42,2137
3464,"Female",42,2310
3465,"Female",49,2675
3466,"Female",42,3197
3467,"Female",45,8230
3468,"Female",41,1340
3469,"Female",48,3516
3470,"Female",49,3449
3471,"Female",48,7394
3472,"Female",41,5452
3473,"Female",49,3766
3474,"Female",40,6541
3475,"Female",42,8537
3476,"Female",43,2889
3477,"Female",43,5552
3478,"Female",47,10747
3479,"Female",43,2339
3480,"Female",45,3600
3481,"Female",43,6160
3482,"Female",42,6740
3483,"Female",41,2131
3484,"Female",48,10428
3485,"Female",49,6781
3486,"Female",45,5662
3487,"Female",41,3105
3488,"Female",44,3071
3489,"Female",40,1907
3490,"Female",47,1769
3491,"Female",47,2637
3492,"Female",48,2756
3493,"Female",44,5330
3494,"Female",48,1926
3495,"Female",44,2000
3496,"Female",45,3709
3497,"Female",48,5785
3498,"Female",45,3358
3499,"Female",42,4442
3500,"Female",41,11093
3501,"Female",43,2576
3502,"Female",49,5244
3503,"Female",42,2428
3504,"Female",42,4767
3505,"Female",43,2780
3506,"Female",43,3181
3507,"Female",42,4536
3508,"Female",40,5905
3509,"Female",41,3827
3510,"Female",49,1070
3511,"Female",47,3437
3512,"Female",42,4434
3513,"Female",40,10197
3514,"Female",40,1802
3515,"Female",43,1830
3516,"Female",40,1929
3517,"Female",40,5104
3518,"Female",40,6737
3519,"Female",45,1940
3520,"Female",46,2745
3521,"Female",43,4016
3522,"Female",47,3284
3523,"Female",45,2473
3524,"Female",40,3201
3525,"Female",42,8159
3526,"Female",43,3950
3527,"Female",40,4908
3528,"Female",42,10239
3529,"Female",48,4208
3530,"Female",49,5539
3531,"Female",43,4092
3532,"Female",44,3104
3533,"Female",40,3479
3534,"Female",46,3281
3535,"Female",49,5510
3536,"Female",40,6047
3537,"Female",47,5714
3538,"Female",47,1759
3539,"Female",41,2262
3540,"Female",45,4615
3541,"Female",48,2791
3542,"Female",40,6698
3543,"Female",44,5710
3544,"Female",49,2322
3545,"Female",42,3384
3546,"Female",48,3579
3547,"Female",45,2934
3548,"Female",49,4202
3549,"Female",41,3923
3550,"Female",46,1373
3551,"Female",45,4776
3552,"Female",40,6360
3553,"Female",46,1868
3554,"Female",48,4802
3555,"Female",43,5408
3556,"Female",43,1670
3557,"Female",40,2687
3558,"Female",48,2107
